column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,16,0.0008689040947105464,0.00030965075789205686,1
ses_census_foreign_born_share,17875,0.9707287933094385,0.9925184455300157,337
ses_census_share_ge65,17875,0.9707287933094385,0.9925184455300157,381
ses_census_share_u15,17875,0.9707287933094385,0.9925184455300157,371
