typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,1883,61570.23128830502,0.3651494773304389,0.0,0.5
LH,1862,22731.951364423614,0.1348145034660101,0.0,0.5
HL,1877,23396.605135448743,0.13875631060262922,0.0,0.5
HH,12792,60917.72438222775,0.36127970860092185,0.0,0.5
