city,name,country,tier,synthetic,population,mean_everyday,mean_emergency,gini_everyday,gini_emergency,p90_p50_ratio_emergency,spearman_rho,compounding_intensity,divergence_gap,compounding_pop_share_50,jaccard_high_50,compounding_pop_share_75,jaccard_high_75,gini_t_everyday,gini_t_emergency,pop_share_beyond_everyday_15,pop_share_beyond_everyday_30,pop_share_beyond_emergency_30,pop_share_beyond_emergency_45,pop_share_beyond_emergency_60
oslo,Oslo,NO,1,False,1550450.218665428,0.21016141983828493,0.30613448664007714,0.5545663541045928,0.46683845913235117,3.073224640589771,0.39769135671680556,0.3771862707221515,-0.0877278949722416,0.29839136648422787,0.42634138154737783,0.1389354499370543,0.385259331922917,0.6626028723909727,0.2793994705235382,0.20070783512518037,0.16830224445270645,0.14055837282285316,0.03193182895836206,0.005335698178580665
