regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.21016141983828493,0.5545663541045928,DLF: fraction of the saturation ceiling Lmax,0.100267646370989,ses_census_employment_share
emergency,0.30613448664007714,0.46683845913235117,DCF: multiples of g(45 min) [anchored],-0.01874487780928281,ses_census_employment_share
