column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,266261,0.9599072758866833,0.9895580175569079,2417
ses_census_foreign_born_share,119284,0.4300351140304706,0.7823386683484639,1316
ses_census_share_ge65,253698,0.9146159447981485,0.9808003241649838,2758
ses_census_share_u15,253860,0.9151999769271257,0.980046694379795,2718
