city,name,country,tier,synthetic,population,mean_everyday,mean_emergency,gini_everyday,gini_emergency,p90_p50_ratio_emergency,spearman_rho,compounding_intensity,divergence_gap,compounding_pop_share_50,jaccard_high_50,compounding_pop_share_75,jaccard_high_75,gini_t_everyday,gini_t_emergency,pop_share_beyond_everyday_15,pop_share_beyond_everyday_30,pop_share_beyond_emergency_30,pop_share_beyond_emergency_45,pop_share_beyond_emergency_60
warszawa,Warszawa,PL,1,False,3334987.4361339696,0.2252665532852789,0.29778017176486815,0.588211969816128,0.5872235063483678,3.7340528372616433,0.48940266868474647,0.3885064024859851,-0.000988463467760159,0.34510450503334344,0.5259626275778037,0.14341010677526725,0.4025414773235685,0.681821586501559,0.3523691672143911,0.24522569280801865,0.18917746086701215,0.12247359067913613,0.03786607513446596,0.01637696984773734
