regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.2684814908897337,0.4587653995022076,DLF: fraction of the saturation ceiling Lmax,0.00900832061186522,ses_census_employment_share
emergency,0.25688290030540956,0.5130190057274281,DCF: multiples of g(45 min) [anchored],0.06497136320771267,ses_census_employment_share
