typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,989,50251.41293905297,0.3423389157180746,0.0,0.5
LH,1529,23122.05227304774,0.15751951719113158,0.0,0.5
HL,3933,23277.583968665043,0.15857908047350133,0.0,0.5
HH,17330,50137.442082776055,0.3415624866172925,0.0,0.5
