column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,22905,0.9631638703166393,0.9970497373219609,346
ses_census_foreign_born_share,23039,0.9687986207476557,0.9974297754802172,359
ses_census_share_ge65,23039,0.9687986207476557,0.9974297754802172,397
ses_census_share_u15,23039,0.9687986207476557,0.9974297754802172,346
