regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.4217269195775459,0.4338388436374191,DLF: fraction of the saturation ceiling Lmax,-0.2843653173469714,ses_census_employment_share
emergency,1.285146438142657,0.6916953763042418,DCF: multiples of g(15 min) [anchored],-0.5806937860325397,ses_census_employment_share
