typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,22389,1172274.4259571275,0.33292329251815167,9.721616120157185e-05,0.5
LH,16764,588300.2275814731,0.16707593752690542,9.721616120157185e-05,0.5
HL,57232,590792.9184985675,0.16778385612426935,9.721616120157185e-05,0.5
HH,142654,1169787.15730101,0.3322169138306735,9.721616120157185e-05,0.5
