typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,69183,2164055.9679587744,0.6145870131544947,9.721616120157185e-05,0.75
LH,30234,476831.0792187748,0.1354189508475244,9.721616120157185e-05,0.75
HL,73413,478416.7498315545,0.13586927772454796,9.721616120157185e-05,0.75
HH,66209,401850.93232907413,0.11412475827343276,9.721616120157185e-05,0.75
