regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.18233124980953097,0.5832293086374535,DLF: fraction of the saturation ceiling Lmax,0.3006392010430756,ses_census_employment_share
emergency,0.1915858414000585,0.28647278430225004,DCF: multiples of g(45 min) [anchored],0.11002789689482419,ses_census_employment_share
