level,regime,service,n_facilities,pop_mean_time_min,pop_median_time_min,pop_p90_time_min_reachable,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share,mean_deprivation,pop_share_beyond_8min,pop_share_beyond_45min,pop_share_beyond_60min
everyday,everyday,everyday,,15.130155324433803,4.49720488632849,51.397313860604356,0.26916659980002045,0.17533683742681774,0.011679494605844064,9.721616120157185e-05,0.18209309910222232,,,
emergency,emergency,emergency,,15.764002028104168,15.5,22.5,0.5012708622229808,0.007870382174998148,0.0003104283514066563,9.721616120157185e-05,1.2901521279079253,0.9606102815444192,0.00045700685297066484,0.0004082134989689594
