column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,236395,0.9887280940231712,0.9951576009735771,2835
ses_census_foreign_born_share,236441,0.9889204901919779,0.9951792834453557,3140
ses_census_share_ge65,236441,0.9889204901919779,0.9951792834453557,3252
ses_census_share_u15,236441,0.9889204901919779,0.9951792834453557,3113
