typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,2413,81226.68047419842,0.33478186670297944,5.1074073444337356e-05,0.5
LH,1695,40091.431625986006,0.16523984779614267,5.1074073444337356e-05,0.5
HL,2921,40495.87405098323,0.16690678763935662,5.1074073444337356e-05,0.5
HH,16330,80811.70105865737,0.3330714978615213,5.1074073444337356e-05,0.5
