level,regime,service,n_facilities,pop_mean_time_min,pop_median_time_min,pop_p90_time_min_reachable,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share,mean_deprivation,pop_share_beyond_8min,pop_share_beyond_45min,pop_share_beyond_60min
everyday,everyday,everyday,,23.00573207394197,8.930220914504282,75.1,0.3169331476036594,0.252882971902908,0.03340003313251772,5.1074073444337356e-05,0.32559981763357776,,,
emergency,emergency,emergency,,13.962558220222796,12.0,22.0,0.35737598236083323,0.0015149305476027802,0.00018207437637706946,5.1074073444337356e-05,1.0244207459776573,0.8861062567873192,0.00033892106694584975,0.00026819439688925863
