column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,117965,0.9300666219891985,0.9496925828548972,1347
ses_census_foreign_born_share,119422,0.9415539874640281,0.9511549651817321,1273
ses_census_share_ge65,119422,0.9415539874640281,0.9511549651817321,1540
ses_census_share_u15,119422,0.9415539874640281,0.9511549651817321,1489
