typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,14143,469137.9105623653,0.2863190545668489,0.0026568861195763126,0.5
LH,12237,350113.51463224925,0.2136774032616922,0.0026568861195763126,0.5
HL,25150,377802.4168917523,0.2305761874751264,0.0026568861195763126,0.5
HH,74558,441460.6161011597,0.26942735469633244,0.0026568861195763126,0.5
