column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,0,0.0,0.0,0
ses_census_foreign_born_share,43559,0.9652536175681964,0.9931852765499919,566
ses_census_share_ge65,43559,0.9652536175681964,0.9931852765499919,596
ses_census_share_u15,43519,0.9643672302612627,0.9930745109385168,557
