typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,4441,176031.8395540011,0.32604879431536155,0.0007117881025811989,0.5
LH,5478,93909.18734659674,0.1739399951001496,0.0007117881025811989,0.5
HL,4094,93995.49760270538,0.1740998602416636,0.0007117881025811989,0.5
HH,30875,175957.63435605832,0.3259113503428252,0.0007117881025811989,0.5
