typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,6823,179095.7310649107,0.6395048759904278,0.0,0.75
LH,1905,30938.634890535846,0.11047392225007478,0.0,0.75
HL,5623,31023.02926218789,0.11077527288449092,0.0,0.75
HH,9752,38996.342898963485,0.13924592887500647,0.0,0.75
