typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,29446,699343.9026305303,0.6363706105333304,0.010218625078545103,0.75
LH,18259,124873.88638376119,0.11362946186961537,0.010218625078545103,0.75
HL,33168,125163.93192057451,0.11389338989508337,0.010218625078545103,0.75
HH,75329,149575.22499389574,0.13610653770197084,0.010218625078545103,0.75
