regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.3618913871946592,0.502150156278181,DLF: fraction of the saturation ceiling Lmax,-0.07194437216093255,ses_census_employment_share
emergency,3.366611389078672,0.6818550192185961,DCF: multiples of g(15 min) [anchored],-0.22404856642577978,ses_census_employment_share
