regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.28208787699574933,0.5146393100326966,DLF: fraction of the saturation ceiling Lmax,-0.1286896479477248,ses_census_employment_share
emergency,0.16463837117874516,0.4753614592681046,DCF: multiples of g(45 min) [anchored],-0.16826966678322802,ses_census_employment_share
