typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,20913,658502.2954543815,0.6329304376953527,0.0022224258033794833,0.75
LH,8318,121797.9165582126,0.11706809402141563,0.0022224258033794833,0.75
HL,19076,121465.66700019338,0.11674874683062705,0.0022224258033794833,0.75
HH,27192,138636.44047771115,0.13325272145260458,0.0022224258033794833,0.75
