city,name,country,tier,synthetic,population,mean_everyday,mean_emergency,gini_everyday,gini_emergency,p90_p50_ratio_emergency,spearman_rho,compounding_intensity,divergence_gap,compounding_pop_share_50,jaccard_high_50,compounding_pop_share_75,jaccard_high_75,gini_t_everyday,gini_t_emergency,pop_share_beyond_everyday_15,pop_share_beyond_everyday_30,pop_share_beyond_emergency_30,pop_share_beyond_emergency_45,pop_share_beyond_emergency_60
goteborg,Göteborg,SE,1,False,1042719.6866277519,0.424374155165532,0.36238729892776544,0.34484802619637595,0.4458087539107245,2.424844643028075,0.32047592787370066,0.36618546716184003,0.10096072771434855,0.29855755319988453,0.42972719051509833,0.13325272145260458,0.3630176270022963,0.4556657909396305,0.2277622024205596,0.6984019936012898,0.4850755997875868,0.09432906422743362,0.016984364002726484,0.01532060563744352
