level,regime,service,n_facilities,pop_mean_time_min,pop_median_time_min,pop_p90_time_min_reachable,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share,mean_deprivation,pop_share_beyond_8min,pop_share_beyond_45min,pop_share_beyond_60min
service,everyday,gp,18.0,15.094430945305282,14.395704137825184,25.196242406712116,0.8245152125229681,0.6870640711943427,0.6749677501115673,0.0022224258033794833,0.8284254800252564,,,
service,everyday,pharmacy,100.0,9.447471401414774,8.875756379640082,16.86486049594974,0.40261442900755184,0.2875399502039988,0.28516523344897304,0.0022224258033794833,0.46554297717813115,,,
service,everyday,supermarket,230.0,7.122013294618198,6.379282796607281,13.411915732402099,0.22221201127682624,0.17279303789082945,0.1703822888520868,0.0022224258033794833,0.30857821609412395,,,
service,everyday,school_primary,482.0,5.719808761492827,4.8961969781142285,11.151259628135488,0.12566134696862558,0.09888690507775831,0.09589036696679429,0.0022224258033794833,0.2053596586774512,,,
service,everyday,school_secondary,482.0,5.719808761492827,4.8961969781142285,11.151259628135488,0.12566134696862558,0.09888690507775831,0.09589036696679429,0.0022224258033794833,0.2053596586774512,,,
service,everyday,green_space_local,452.0,6.009567451319892,4.871549595602992,12.669086199084555,0.2657917366569851,0.2274767368894079,0.22525431108602842,0.0022224258033794833,0.3315984905890474,,,
service,everyday,green_space_district,452.0,6.009567451319892,4.871549595602992,12.669086199084555,0.2657917366569851,0.2274767368894079,0.22525431108602842,0.0022224258033794833,0.3315984905890474,,,
service,emergency,emergency_dept_hospital,7.0,16.026290964860127,15.0,28.0,0.4813099273301342,0.08203383210893514,0.015142701125469832,0.0022224258033794833,1.93818874255795,0.8272694143304,0.01783787173310248,0.017368769704071026
service,emergency,ambulance_station,2.0,24.10700380440967,23.0,36.0,0.8826433818405572,0.16952694152693967,0.015286556728151462,0.0022224258033794833,3.100285584782317,0.969401494119938,0.060736335313354,0.017750437508843767
