typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,19471,996928.4291137871,0.31522364425695715,0.0,0.5
LH,21929,584390.0145228831,0.18478111834872113,0.0,0.5
HL,21729,583675.7890557693,0.18455528392772375,0.0,0.5
HH,113008,997612.5300830475,0.31543995346659787,0.0,0.5
