regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.22672778617964098,0.5005097697183849,DLF: fraction of the saturation ceiling Lmax,0.16986648361413967,ses_census_employment_share
emergency,0.11175451370389923,0.3257559377379978,DCF: multiples of g(45 min) [anchored],0.14545729296207205,ses_census_employment_share
