level,regime,service,n_facilities,pop_mean_time_min,pop_median_time_min,pop_p90_time_min_reachable,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share,mean_deprivation,pop_share_beyond_8min,pop_share_beyond_45min,pop_share_beyond_60min
everyday,everyday,everyday,,14.052963675653933,6.308289063620595,32.862455903659765,0.22858230999797866,0.15233931462719208,0.03611638852503809,0.00019476968902579081,0.22669235791451212,,,
emergency,emergency,emergency,,11.672713873914217,11.0,17.0,0.18077947245545023,0.000722040592746715,0.0003552956212691562,0.00019476968902579081,0.7499757324071141,0.7975549979134318,0.0005783988683739397,0.000577087453045737
