typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,33992,1673358.7019725353,0.5914303684847867,0.00019476968902579081,0.75
LH,14125,448616.2968969606,0.15855853348674587,0.00019476968902579081,0.75
HL,33631,446438.8906139564,0.15778895300242995,0.00019476968902579081,0.75
HH,28301,260927.9758312963,0.09222214502603754,0.00019476968902579081,0.75
