regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.3262208240791806,0.3048021155939954,DLF: fraction of the saturation ceiling Lmax,-0.056802756034362606,ses_census_employment_share
emergency,0.1228453439400946,0.38556435454013055,DCF: multiples of g(45 min) [anchored],0.06319920094843544,ses_census_employment_share
