level,regime,service,n_facilities,pop_mean_time_min,pop_median_time_min,pop_p90_time_min_reachable,pop_share_beyond_15min,pop_share_beyond_30min,pop_service_deprived_share,unreachable_pop_share,mean_deprivation,pop_share_beyond_8min,pop_share_beyond_45min,pop_share_beyond_60min
everyday,everyday,everyday,,25.30998547811508,27.315475596978388,50.90901096247384,0.6249033076363664,0.34532651814392235,0.010008938105823052,0.0,0.3260319599928562,,,
emergency,emergency,emergency,,12.054158784841679,11.0,19.0,0.1895052862507834,0.012921003469191368,0.0,0.0,0.8328600388373132,0.7854560015783373,0.0007676088324243818,0.0007391067715631856
