regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.33602034681504755,0.3943680633984804,DLF: fraction of the saturation ceiling Lmax,0.12724156600812192,ses_census_employment_share
emergency,0.2691804629942821,0.43800340955374595,DCF: multiples of g(45 min) [anchored],0.20007228698796858,ses_census_employment_share
