typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,4248,167243.85268347617,0.31826067183243617,9.747682019448449e-05,0.5
LH,6067,95503.99816026725,0.1817416074161838,9.747682019448449e-05,0.5
HL,6668,100073.38113831182,0.19043702355924808,9.747682019448449e-05,0.5
HH,39482,162672.07424564555,0.309560697192132,9.747682019448449e-05,0.5
