typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,1673,64027.28638503421,0.3340941065211849,0.008653058724526999,0.5
LH,2047,31802.090419688262,0.16594317179675372,0.008653058724526999,0.5
HL,2466,28070.255813203752,0.1464704747806624,0.008653058724526999,0.5
HH,16867,67744.83262490574,0.353492246901399,0.008653058724526999,0.5
