column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,35648,0.8530066282213874,0.9453878135151409,400
ses_census_foreign_born_share,37664,0.901246679907157,0.9562894439002009,301
ses_census_share_ge65,37664,0.901246679907157,0.9562894439002009,469
ses_census_share_u15,37664,0.901246679907157,0.9562894439002009,454
