typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,9792,119361.03012778051,0.6237513469219674,0.0008976520556464563,0.75
LH,3953,24157.49526945129,0.12624112071125848,0.0008976520556464563,0.75
HL,9893,23339.599663801957,0.12196699970946097,0.0008976520556464563,0.75
HH,17853,24501.830659771804,0.12804053265731316,0.0008976520556464563,0.75
