regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.49520719748607867,0.35268051007347617,DLF: fraction of the saturation ceiling Lmax,0.14106895410835948,ses_census_employment_share
emergency,0.31878535908630623,0.44477688430844897,DCF: multiples of g(45 min) [anchored],0.06029982291614893,ses_census_employment_share
