city,name,country,tier,synthetic,population,mean_everyday,mean_emergency,gini_everyday,gini_emergency,p90_p50_ratio_emergency,spearman_rho,compounding_intensity,divergence_gap,compounding_pop_share_50,jaccard_high_50,compounding_pop_share_75,jaccard_high_75,gini_t_everyday,gini_t_emergency,pop_share_beyond_everyday_15,pop_share_beyond_everyday_30,pop_share_beyond_emergency_30,pop_share_beyond_emergency_45,pop_share_beyond_emergency_60
turku,Turku,FI,1,False,353992.3099075798,0.4093693136714311,0.24179645667052477,0.3847166026846473,0.565126344660241,4.29874946323154,0.6692634196125123,0.4109301832472889,0.18040974197559373,0.36016192890752924,0.5691785379953708,0.1570434897460496,0.4469999511274539,0.4861724768435811,0.34862451164787867,0.6499223212904253,0.43787676747926657,0.11506937180432157,0.019759940198882765,0.005251612172527595
