typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,7303,310682.8635864062,0.3335188202688219,8.834990078709413e-05,0.5
LH,7109,155076.93963932362,0.16647547715492844,8.834990078709413e-05,0.5
HL,10939,153137.53972820123,0.1643935265673734,8.834990078709413e-05,0.5
HH,40521,312632.88774186745,0.3356121760088763,8.834990078709413e-05,0.5
