column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,57892,0.8778298382083125,0.9659480543215511,982
ses_census_foreign_born_share,58119,0.8812718919164809,0.9665718682359299,927
ses_census_share_ge65,58119,0.8812718919164809,0.9665718682359299,1047
ses_census_share_u15,58119,0.8812718919164809,0.9665718682359299,1038
