typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,515,57571.76213725051,0.23088866070470346,0.0005149201470868066,0.5
LH,2061,67104.59632682754,0.26911961346769564,0.0005149201470868066,0.5
HL,4234,66629.46662038425,0.2672141296417849,0.0005149201470868066,0.5
HH,12114,58042.76553724124,0.23277759618581595,0.0005149201470868066,0.5
