regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.29107964348438015,0.5433123869554434,DLF: fraction of the saturation ceiling Lmax,-0.0967572191288973,ses_census_employment_share
emergency,0.185693649606299,0.38260875544795603,DCF: multiples of g(45 min) [anchored],0.22201056678932252,ses_census_employment_share
