city,knob,hh_share_range,rho_range,pop_share_beyond_everyday_15_range,pop_share_beyond_everyday_30_range,hh_exceeds_threshold,n_variants,n_degenerate,n_not_evaluable
koeln,threshold_axis,0.3056998634615026,0.0,0.0,0.0,False,4,0,0
koeln,gamma,0.0362753674091611,0.18426363628891446,0.037860104298359815,0.032885594671371615,False,3,0,0
koeln,k_nearest,0.009174041095301122,0.03564668435853652,0.02079895171518964,0.0087385647084397,False,1,0,0
koeln,kappa,0.009146496694654838,0.06623810128514879,0.01931755508417446,0.01677597426231814,False,4,1,0
koeln,everyday_mode,0.006923108010788714,0.043449372021754584,0.06666665159454907,0.10852357637370147,False,1,0,0
koeln,nearest_only,0.0016714219920844209,0.02101147140640308,0.011246364218082644,0.007892776740120205,False,1,0,0
koeln,bandwidth,0.0006164797665413335,0.002378097178986349,0.002662986171881737,0.0007032954089241095,False,2,0,0
koeln,off_network,6.541106503121785e-05,0.00030959853687667627,0.00015227008437804224,0.0001649638502475015,False,1,0,0
koeln,unreachable,0.0,4.534686271706612e-06,0.01981368985126783,0.11291456604589796,False,3,0,0
