city,axis,variant,layer,threshold,gini_everyday,gini_emergency,divergence_gap,share_LL,share_LH,share_HL,share_HH
kobenhavn,curvature,baseline,baseline,0.5,0.40157094235743507,0.4014195641491653,-0.0001513782082697701,0.30548720737610996,0.1945189287198185,0.1930558696987113,0.3069379942053604
kobenhavn,curvature,everyday_k0.1_t010,curvature,0.5,0.3345896758084597,0.4014195641491653,0.06682988834070558,0.3075873576551281,0.19241931932748027,0.1909557194196931,0.3090376035976986
kobenhavn,curvature,everyday_k0.1_t015,curvature,0.5,0.38379020428936494,0.4014195641491653,0.017629359859800353,0.3161236465648001,0.18387733678091814,0.18241943051002113,0.31757958614426074
kobenhavn,curvature,everyday_k0.1_t020,curvature,0.5,0.44018087580641674,0.4014195641491653,-0.03876131165725144,0.31381163953627,0.18619689788876967,0.18473143753855123,0.3152600250364092
kobenhavn,curvature,everyday_k0.2_t010,curvature,0.5,0.30672353145064746,0.4014195641491653,0.09469603269851784,0.29157585943992087,0.2084397503347078,0.20696721763490034,0.2930171725904711
kobenhavn,curvature,everyday_k0.2_t020,curvature,0.5,0.5068092990599706,0.4014195641491653,-0.10538973491080533,0.3093830339149811,0.19056768136986463,0.1891600431598401,0.3108892415553142
kobenhavn,curvature,everyday_k0.3_t010,curvature,0.5,0.3207010347320614,0.4014195641491653,0.08071852941710389,0.2872071335184134,0.21279499499539864,0.21133594355640778,0.28866192792978024
kobenhavn,curvature,everyday_k0.3_t015,curvature,0.5,0.44677475611933976,0.4014195641491653,-0.04535519197017446,0.3030366995238408,0.19696043128582585,0.1955063775509804,0.304496491639353
kobenhavn,curvature,everyday_k0.3_t020,curvature,0.5,0.5659492336800139,0.4014195641491653,-0.16452966953084863,0.30796348891161945,0.19203874932789397,0.1905795881632018,0.3094181735972849
kobenhavn,curvature,emergency_lam1.4,curvature,0.5,0.40157094235743507,0.32487064546502425,-0.07670029689241081,0.30664603814813446,0.19336009794779396,0.19246091957484035,0.30753294432923134
kobenhavn,curvature,emergency_lam2.2,curvature,0.5,0.40157094235743507,0.4775456656798127,0.07597472332237765,0.3061330999842356,0.19387303611169282,0.1933236073399645,0.3066702565641072
kobenhavn,form_swap,formswap_everyday_box_cox,form_swap,0.5,0.3785202139651421,0.4014195641491653,0.02289935018402317,0.32313842944181886,0.1768508821246694,0.1754046476330024,0.3246060408005095
kobenhavn,form_swap,formswap_emergency_exponential,form_swap,0.5,0.40157094235743507,0.30354924176611825,-0.09802170059131682,0.30784905044766825,0.19215708564826017,0.19306285203983695,0.3069310118642347
kobenhavn,threshold,threshold_0.4,threshold,0.4,,,,0.19831570377740412,0.201670882185229,0.20119184028223994,0.39882157375512706
kobenhavn,threshold,threshold_0.5,threshold,0.5,,,,0.30548720737610996,0.1945189287198185,0.1930558696987113,0.3069379942053604
kobenhavn,threshold,threshold_0.6,threshold,0.6,,,,0.41846633825744506,0.18153877110083746,0.18152516164258356,0.21846972899913403
kobenhavn,threshold,threshold_0.75,threshold,0.75,,,,0.6188922782035639,0.1311210076276245,0.12962771778681187,0.1203589963819999
