city,axis,variant,layer,threshold,gini_everyday,gini_emergency,divergence_gap,share_LL,share_LH,share_HL,share_HH
hamburg,curvature,baseline,baseline,0.5,0.7047941779983867,0.6031282282603398,-0.10166594973804688,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,curvature,everyday_k0.1_t010,curvature,0.5,0.6162770272235483,0.6031282282603398,-0.013148798963208419,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,curvature,everyday_k0.1_t015,curvature,0.5,0.6615823850737839,0.6031282282603398,-0.058454156813444014,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,curvature,everyday_k0.1_t020,curvature,0.5,0.7061809020931635,0.6031282282603398,-0.10305267383282368,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,curvature,everyday_k0.2_t010,curvature,0.5,0.6101350966523851,0.6031282282603398,-0.007006868392045229,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,curvature,everyday_k0.2_t020,curvature,0.5,0.7736446499459015,0.6031282282603398,-0.1705164216855617,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,curvature,everyday_k0.3_t010,curvature,0.5,0.6414679371682361,0.6031282282603398,-0.038339708907896286,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,curvature,everyday_k0.3_t015,curvature,0.5,0.7565384983634905,0.6031282282603398,-0.15341027010315067,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,curvature,everyday_k0.3_t020,curvature,0.5,0.8118275388579164,0.6031282282603398,-0.20869931059757652,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,curvature,emergency_lam1.4,curvature,0.5,0.7047941779983867,0.5121684741175189,-0.19262570388086786,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,curvature,emergency_lam2.2,curvature,0.5,0.7047941779983867,0.6882576209084451,-0.016536557089941617,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,form_swap,formswap_everyday_box_cox,form_swap,0.5,0.5803360802987046,0.6031282282603398,0.0227921479616352,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,form_swap,formswap_emergency_exponential,form_swap,0.5,0.7047941779983867,0.44938408573508615,-0.2554100922633006,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,threshold,threshold_0.4,threshold,0.4,,,,0.23346433911484663,0.16661653283892225,0.16706789110338846,0.43285123694284255
hamburg,threshold,threshold_0.5,threshold,0.5,,,,0.3220015847701476,0.1782003571065494,0.17782071444837,0.3219773436749329
hamburg,threshold,threshold_0.6,threshold,0.6,,,,0.4378659785885795,0.1621318141591663,0.16240909819160582,0.23759310906064832
hamburg,threshold,threshold_0.75,threshold,0.75,,,,0.6330492662427262,0.11709038297276456,0.11691052232121606,0.13294982846329317
