city,axis,variant,layer,threshold,gini_everyday,gini_emergency,divergence_gap,share_LL,share_LH,share_HL,share_HH
koeln,curvature,baseline,baseline,0.5,0.5197649712014569,0.3979853302770241,-0.12177964092443283,0.313157250167254,0.1868492215452704,0.18787862571794342,0.3121149025695322
koeln,curvature,everyday_k0.1_t010,curvature,0.5,0.40663031602224897,0.3979853302770241,-0.008644985745224876,0.31147423160348325,0.18852620661446437,0.1895616442817141,0.3104379175003382
koeln,curvature,everyday_k0.1_t015,curvature,0.5,0.46121802454411176,0.3979853302770241,-0.06323269426708766,0.3116960515637176,0.18831461078807146,0.1893398243214798,0.31064951332673113
koeln,curvature,everyday_k0.1_t020,curvature,0.5,0.5245309126612331,0.3979853302770241,-0.126545582384209,0.312379714258492,0.18762019204313873,0.1886561616267054,0.3113439320716639
koeln,curvature,everyday_k0.2_t010,curvature,0.5,0.4002395898983182,0.3979853302770241,-0.002254259621294108,0.31078087005781196,0.18923924742109197,0.19025500582738544,0.3097248766937106
koeln,curvature,everyday_k0.2_t020,curvature,0.5,0.6470730487679159,0.3979853302770241,-0.24908771849089184,0.31295199665163936,0.18703404795257042,0.18808387923355802,0.3119300761622322
koeln,curvature,everyday_k0.3_t010,curvature,0.5,0.43464358833883704,0.3979853302770241,-0.03665825806181294,0.31132432587621794,0.18867305871638904,0.18971155000897946,0.31029106539841356
koeln,curvature,everyday_k0.3_t015,curvature,0.5,0.6084473758386151,0.3979853302770241,-0.21046204556159098,0.3130842030034167,0.18690802934320502,0.1879516728817807,0.31205609477159757
koeln,curvature,everyday_k0.3_t020,curvature,0.5,0.7561783357521694,0.3979853302770241,-0.3581930054751453,0.31296421047094974,0.18704097343080045,0.18807166541424766,0.31192315068400217
koeln,curvature,emergency_lam1.4,curvature,0.5,0.5197649712014569,0.31158274162477523,-0.2081822295766817,0.31583503199172197,0.18417143972080235,0.184394897504488,0.3155986307829876
koeln,curvature,emergency_lam2.2,curvature,0.5,0.5197649712014569,0.4946413709178325,-0.025123600283624425,0.31031857390629985,0.18968789780622447,0.19030792176634606,0.3096856065211296
koeln,form_swap,formswap_everyday_box_cox,form_swap,0.5,0.40744297904606364,0.3979853302770241,-0.00945764876903954,0.31142396710218145,0.18857072555414242,0.1896119087830159,0.31039339856066017
koeln,form_swap,formswap_emergency_exponential,form_swap,0.5,0.5197649712014569,0.9867353764613997,0.4669704052599428,0.310280866180806,0.1897256055317183,0.1870771082733415,0.31291642001413417
koeln,form_swap,formswap_emergency_survival,form_swap,0.5,0.5197649712014569,0.3215268602557406,-0.1982381109457163,0.313157250167254,0.1868492215452704,0.18787862571794342,0.3121149025695322
koeln,threshold,threshold_0.4,threshold,0.4,,,,0.2099296336542616,0.19007389544071362,0.18166778627902977,0.418328684625995
koeln,threshold,threshold_0.5,threshold,0.5,,,,0.313157250167254,0.1868492215452704,0.18787862571794342,0.3121149025695322
koeln,threshold,threshold_0.6,threshold,0.6,,,,0.4248384411582067,0.17516625429055174,0.1740630316482889,0.2259322729029527
koeln,threshold,threshold_0.75,threshold,0.75,,,,0.6227813259369459,0.12721482253767982,0.1274080517304256,0.12259579979494865
