city,axis,variant,layer,threshold,gini_everyday,gini_emergency,divergence_gap,share_LL,share_LH,share_HL,share_HH
sofia,curvature,baseline,baseline,0.5,0.5122733998827692,0.5950652198170596,0.08279181993429041,0.40759849277591254,0.09238072861040882,0.09059897764342571,0.40942180097025294
sofia,curvature,everyday_k0.1_t010,curvature,0.5,0.44067847345267946,0.5950652198170596,0.15438674636438016,0.4034137084985688,0.09658544380799994,0.09478376192076945,0.4052170857726618
sofia,curvature,everyday_k0.1_t015,curvature,0.5,0.48789816795679003,0.5950652198170596,0.10716705186026959,0.4089221443479018,0.09109428196951098,0.08927532607143646,0.41070824761115077
sofia,curvature,everyday_k0.1_t020,curvature,0.5,0.5380261548693034,0.5950652198170596,0.057039064947756235,0.40836353396779657,0.09162862081197075,0.08983393645154167,0.41017390876869103
sofia,curvature,everyday_k0.2_t010,curvature,0.5,0.41698506252585854,0.5950652198170596,0.17808015729120108,0.38980942863717,0.11019546273667281,0.10838804178216827,0.39160706684398894
sofia,curvature,everyday_k0.2_t020,curvature,0.5,0.6004648941180547,0.5950652198170596,-0.005399674300995083,0.4066885090274331,0.09330916515288899,0.09150896139190516,0.4084933644277728
sofia,curvature,everyday_k0.3_t010,curvature,0.5,0.434100592763846,0.5950652198170596,0.16096462705321363,0.3850038107556838,0.11499999140800825,0.11319365966365448,0.38680253817265353
sofia,curvature,everyday_k0.3_t015,curvature,0.5,0.5576639905292281,0.5950652198170596,0.03740122928783152,0.4062341753414174,0.09376750482451301,0.09196329507792081,0.4080350247561487
sofia,curvature,everyday_k0.3_t020,curvature,0.5,0.6495137371099727,0.5950652198170596,-0.05444851729291311,0.4058218319893202,0.09417581014741856,0.09237563843001802,0.4076267194332432
sofia,curvature,emergency_lam1.4,curvature,0.5,0.5122733998827692,0.4732868405023545,-0.03898655938041473,0.4076787248009221,0.09230049658539925,0.09128820741875812,0.4087325711949205
sofia,curvature,emergency_lam2.2,curvature,0.5,0.5122733998827692,0.7058826633243034,0.19360926344153417,0.41240258597471713,0.08757663541160424,0.08952137241286523,0.41049940620081343
sofia,form_swap,formswap_everyday_box_cox,form_swap,0.5,0.4703088296541297,0.5950652198170596,0.12475639016292994,0.4109063657627961,0.08907442318004405,0.08729110465654216,0.4127281064006177
sofia,form_swap,formswap_emergency_exponential,form_swap,0.5,0.5122733998827692,0.5068485696304607,-0.0054248302523085545,0.4076787248009221,0.09230049658539925,0.09128820741875812,0.4087325711949205
sofia,threshold,threshold_0.4,threshold,0.4,,,,0.2973071801361957,0.10270175393473976,0.10187642728211482,0.4981146386469497
sofia,threshold,threshold_0.5,threshold,0.5,,,,0.40759849277591254,0.09238072861040882,0.09059897764342571,0.40942180097025294
sofia,threshold,threshold_0.6,threshold,0.6,,,,0.5059458324919269,0.0940284507705386,0.0922362216441277,0.3077894950934068
sofia,threshold,threshold_0.75,threshold,0.75,,,,0.6468709915327512,0.10312667386914703,0.1039938339709104,0.14600850062719134
