city,axis,variant,layer,threshold,gini_everyday,gini_emergency,divergence_gap,share_LL,share_LH,share_HL,share_HH
aalborg,curvature,baseline,baseline,0.5,0.37932474934353033,0.5420794832102386,0.16275473386670825,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,curvature,everyday_k0.1_t010,curvature,0.5,0.33831814398718923,0.5420794832102386,0.20376133922304934,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,curvature,everyday_k0.1_t015,curvature,0.5,0.3781729123385027,0.5420794832102386,0.16390657087173588,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,curvature,everyday_k0.1_t020,curvature,0.5,0.41893861639669716,0.5420794832102386,0.12314086681354142,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,curvature,everyday_k0.2_t010,curvature,0.5,0.30073107801370536,0.5420794832102386,0.24134840519653322,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,curvature,everyday_k0.2_t020,curvature,0.5,0.4395230215218865,0.5420794832102386,0.10255646168835209,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,curvature,everyday_k0.3_t010,curvature,0.5,0.303889761231525,0.5420794832102386,0.23818972197871358,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,curvature,everyday_k0.3_t015,curvature,0.5,0.4052557184117596,0.5420794832102386,0.13682376479847896,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,curvature,everyday_k0.3_t020,curvature,0.5,0.45724711004476326,0.5420794832102386,0.08483237316547532,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,curvature,emergency_lam1.4,curvature,0.5,0.37932474934353033,0.4493863694544918,0.07006162011096145,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,curvature,emergency_lam2.2,curvature,0.5,0.37932474934353033,0.6252884440235562,0.24596369468002588,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,form_swap,formswap_everyday_box_cox,form_swap,0.5,0.390001872954676,0.5420794832102386,0.1520776102555626,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,form_swap,formswap_emergency_exponential,form_swap,0.5,0.37932474934353033,0.45732599713740524,0.0780012477938749,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,threshold,threshold_0.4,threshold,0.4,,,,0.26036271600368993,0.13965676385639167,0.13883910947502884,0.46114141066488956
aalborg,threshold,threshold_0.5,threshold,0.5,,,,0.36445071262131445,0.13563459834048705,0.13479832718766957,0.3651163618505289
aalborg,threshold,threshold_0.6,threshold,0.6,,,,0.4602994013911076,0.1396897303527115,0.13464342156401815,0.2653674466921628
aalborg,threshold,threshold_0.75,threshold,0.75,,,,0.6204129640849101,0.12942334207376668,0.11814211897407444,0.1320215748672488
