city,axis,variant,layer,threshold,gini_everyday,gini_emergency,divergence_gap,share_LL,share_LH,share_HL,share_HH
toulon,curvature,baseline,baseline,0.5,0.4310810449911272,0.4577184859790059,0.02663744098787868,0.3259247460828937,0.17407220243409896,0.17438981772093542,0.32561323376207196
toulon,curvature,everyday_k0.1_t010,curvature,0.5,0.3566604747610998,0.4577184859790059,0.10105801121790609,0.3279814501130915,0.17204734621061193,0.17233311369073762,0.327638089985559
toulon,curvature,everyday_k0.1_t015,curvature,0.5,0.40596154779868,0.4577184859790059,0.051756938180325895,0.3372695597495457,0.16272962958643508,0.1630450040542834,0.33695580660973584
toulon,curvature,everyday_k0.1_t020,curvature,0.5,0.46299294415783054,0.4577184859790059,-0.005274458178824659,0.345628572883838,0.15434170543614684,0.15468599091999105,0.3453437307600241
toulon,curvature,everyday_k0.2_t010,curvature,0.5,0.3318562109136003,0.4577184859790059,0.1258622750654056,0.31597258668981837,0.1840895174853729,0.18434197711401074,0.315595918710798
toulon,curvature,everyday_k0.2_t020,curvature,0.5,0.5410174441976467,0.4577184859790059,-0.08329895821864086,0.34231245600867305,0.15770992112936982,0.15800210779515603,0.3419755150668011
toulon,curvature,everyday_k0.3_t010,curvature,0.5,0.3457253212652522,0.4577184859790059,0.1119931647137537,0.31167866697960106,0.18833286134028068,0.18863589682422802,0.31135257485589024
toulon,curvature,everyday_k0.3_t015,curvature,0.5,0.4827358445991617,0.4577184859790059,-0.025017358620155805,0.32632424480119815,0.17359891229576185,0.17399031900263096,0.32608652390040904
toulon,curvature,everyday_k0.3_t020,curvature,0.5,0.6146433158114335,0.4577184859790059,-0.15692482983242761,0.33993281829337474,0.16005531025389413,0.16038174551045437,0.33963012594227676
toulon,curvature,emergency_lam1.4,curvature,0.5,0.4310810449911272,0.37184098522565523,-0.059240059765471975,0.32886360673064613,0.1711333417863465,0.17622299359791976,0.3237800578850876
toulon,curvature,emergency_lam2.2,curvature,0.5,0.4310810449911272,0.5437778539181355,0.11269680892700829,0.32448000625229517,0.17551694226469744,0.17438332645469126,0.3256197250283161
toulon,form_swap,formswap_everyday_box_cox,form_swap,0.5,0.3935894732206903,0.4577184859790059,0.06412901275831556,0.34966564677916157,0.15036212108661598,0.15064891702466754,0.34932331510955494
toulon,form_swap,formswap_emergency_exponential,form_swap,0.5,0.4310810449911272,0.3535571353680189,-0.07752390962310829,0.3290585398062969,0.1709384087106957,0.17622299359791976,0.3237800578850876
toulon,threshold,threshold_0.4,threshold,0.4,,,,0.22901145235852094,0.17093714666566998,0.1754156491860401,0.4246357517897689
toulon,threshold,threshold_0.5,threshold,0.5,,,,0.3259247460828937,0.17407220243409896,0.17438981772093542,0.32561323376207196
toulon,threshold,threshold_0.6,threshold,0.6,,,,0.43654252193719867,0.16345815534101843,0.16142126119072522,0.23857806153105765
toulon,threshold,threshold_0.75,threshold,0.75,,,,0.6164164413016139,0.13356830884484638,0.13357562904207815,0.11643962081146163
