regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.4622990067937608,0.4107052645878145,DLF: fraction of the saturation ceiling Lmax,-0.12885888030829823,ses_census_employment_share
emergency,5.392752969439515,0.7387250317355496,DCF: multiples of g(15 min) [anchored],-0.39296010514889923,ses_census_employment_share
