typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,28943,593501.9651883875,0.6461328357860768,0.000824200192626165,0.75
LH,10454,95405.99991705222,0.10386646193807296,0.000824200192626165,0.75
HL,19091,95493.39328113216,0.10396160521555803,0.000824200192626165,0.75
HH,47718,134143.45518313444,0.1460390970602923,0.000824200192626165,0.75
