regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.4488566843655054,0.3875324700258204,DLF: fraction of the saturation ceiling Lmax,0.14010964516771934,ses_census_employment_share
emergency,0.7369840242888229,0.48241833639688786,DCF: multiples of g(45 min) [anchored],0.08412197578271498,ses_census_employment_share
