typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,4776,318219.93789959885,0.3388665768316749,5.032420538371682e-06,0.5
LH,4566,151339.91459855484,0.16115910001274297,5.032420538371682e-06,0.5
HL,10754,151303.97475904645,0.16112082833666108,5.032420538371682e-06,0.5
HH,44274,318207.65295451786,0.338853494818921,5.032420538371682e-06,0.5
