column,n_cells,cell_share,pop_share,n_distinct
ses_census_employment_share,58860,0.9143300970873787,0.9761944513648437,1029
ses_census_foreign_born_share,37800,0.5871844660194174,0.8635797159882853,646
ses_census_share_ge65,56720,0.8810873786407767,0.9672790323705116,1078
ses_census_share_u15,56577,0.8788660194174758,0.9656158012960913,1056
