typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,17516,2143724.3239954393,0.6088202306055197,0.0003269286847010011,0.75
LH,6674,497068.7495772571,0.14116810979706307,0.0003269286847010011,0.75
HL,11256,489674.55863832403,0.1390681508694188,0.0003269286847010011,0.75
HH,57802,390644.5388864095,0.11094350872799852,0.0003269286847010011,0.75
