regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.10318556345844834,0.6087253620756289,DLF: fraction of the saturation ceiling Lmax,-0.1476274855036496,ses_census_employment_share
emergency,0.7336229957734932,0.5004321559659072,DCF: multiples of g(15 min) [anchored],-0.15267321269532647,ses_census_employment_share
