typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,14219,191862.71333350008,0.6221680939452945,0.004879022645467796,0.75
LH,6473,39422.89780051052,0.12783968680620722,0.004879022645467796,0.75
HL,13734,37406.456895857584,0.1213008175678653,0.004879022645467796,0.75
HH,24060,39685.5476026847,0.12869140168063298,0.004879022645467796,0.75
