regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.2876631186720097,0.4236810356556205,DLF: fraction of the saturation ceiling Lmax,-0.16971569952000257,ses_census_employment_share
emergency,0.16868280529223398,0.5034165520180388,DCF: multiples of g(45 min) [anchored],-0.2643737880705967,ses_census_employment_share
