typology,n_cells,population,population_share,unclassified_pop_share,threshold
LL,42673,2797878.9822350545,0.6313256744059109,0.00024647932150132163,0.75
LH,15335,525949.028377909,0.1186774435749778,0.00024647932150132163,0.75
HL,68697,527996.5426319573,0.11913945366387026,0.00024647932150132163,0.75
HH,105791,579927.7034139105,0.13085742835524095,0.00024647932150132163,0.75
