regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.4840509909626653,0.4170343107946456,DLF: fraction of the saturation ceiling Lmax,0.18272448459699106,ses_census_employment_share
emergency,1.0150137446684235,0.6213971677790286,DCF: multiples of g(15 min) [anchored],0.13910418153510112,ses_census_employment_share
