regime,weighted_mean,gini,units,concentration_index,concentration_ses_col
everyday,0.3107105742051171,0.5297736894615463,DLF: fraction of the saturation ceiling Lmax,-0.05566816054078116,ses_census_employment_share
emergency,1.7997789239703337,0.27684296270335357,DCF: multiples of g(15 min) [anchored],-0.007936576612353792,ses_census_employment_share
